client_id,visitor_id,visit_id,process_step,date_time,date,time,client_id,clnt_tenure_yr,clnt_tenure_mnth,clnt_age,gendr,num_accts,bal,calls_6_mnth,logons_6_mnth,client_id,Variation,duration_between_steps,minutes_decimal
4608421,370925906_17352320623,277799253_28787978788_515539,start,2017-03-29 11:53:16,2017-03-29,11:53:16,1096215,44.0,10.0,50.0,male,2,78377.35,6,9,1341077,Control,0 days 00:00:06,0.1
4608421,370925906_17352320623,277799253_28787978788_515539,step_1,2017-03-29 11:53:22,2017-03-29,11:53:22,6488364,26.0,1.0,44.0,female,2,32307.96,0,3,1417640,Test,0 days 00:00:10,0.16666666666666666
4608421,370925906_17352320623,277799253_28787978788_515539,step_2,2017-03-29 11:53:32,2017-03-29,11:53:32,9557825,8.0,10.0,26.0,male,2,47874.42,6,9,9617535,Test,0 days 00:01:04,1.0666666666666667
4608421,370925906_17352320623,277799253_28787978788_515539,step_3,2017-03-29 11:54:36,2017-03-29,11:54:36,1841425,56.0,7.0,64.0,female,2,278065.19,2,5,5865795,Test,0 days 00:00:25,0.4166666666666667
4156324,125712224_54905759370,277859862_33963387235_870701,start,2017-04-09 08:18:31,2017-04-09,08:18:31,9966491,10.0,10.0,55.0,female,2,63553.71,4,7,3174716,Control,0 days 00:00:21,0.35
4156324,125712224_54905759370,277859862_33963387235_870701,step_1,2017-04-09 08:18:52,2017-04-09,08:18:52,2848642,12.0,10.0,48.0,unknown,2,203623.76,0,3,2899242,Test,0 days 00:01:09,1.15
4156324,125712224_54905759370,277859862_33963387235_870701,step_2,2017-04-09 08:20:01,2017-04-09,08:20:01,3479519,24.0,6.0,52.0,female,2,349316.66,2,5,6608763,Test,0 days 00:00:37,0.6166666666666667
4156324,125712224_54905759370,277859862_33963387235_870701,step_3,2017-04-09 08:20:38,2017-04-09,08:20:38,2826504,8.0,9.0,66.0,unknown,2,295411.99,4,7,8974088,Control,0 days 00:00:51,0.85
1345360,729441948_9527654125,278020826_81098895531_848302,start,2017-04-12 11:26:37,2017-04-12,11:26:37,3371799,30.0,9.0,62.0,male,2,40773.19,4,4,7292922,,0 days 00:00:51,0.85
1345360,729441948_9527654125,278020826_81098895531_848302,step_1,2017-04-12 11:27:28,2017-04-12,11:27:28,1947983,24.0,1.0,47.0,unknown,2,167225.47999999998,2,2,357409,,0 days 00:00:24,0.4
1345360,729441948_9527654125,278020826_81098895531_848302,step_2,2017-04-12 11:27:52,2017-04-12,11:27:52,7488149,16.0,0.0,64.0,unknown,3,700490.2100000001,6,6,1287158,,0 days 00:02:34,2.566666666666667
1345360,729441948_9527654125,278020826_81098895531_848302,step_2,2017-04-12 11:30:26,2017-04-12,11:30:26,8524066,14.0,11.0,32.0,female,3,57359.76,2,2,1877568,,0 days 00:00:30,0.5
1345360,729441948_9527654125,278020826_81098895531_848302,step_3,2017-04-12 11:30:56,2017-04-12,11:30:56,1702087,16.0,7.0,60.0,unknown,2,38570.91,7,7,7918013,,0 days 00:07:53,7.883333333333334
1345360,729441948_9527654125,278020826_81098895531_848302,confirm,2017-04-12 11:38:49,2017-04-12,11:38:49,8753519,10.0,3.0,42.0,female,2,29024.69,4,4,4707327,,0 days 00:03:03,3.05
1345360,729441948_9527654125,278020826_81098895531_848302,start,2017-04-12 11:41:52,2017-04-12,11:41:52,4656508,12.0,8.0,28.0,unknown,2,37949.46,4,4,1807525,,0 days 00:00:11,0.18333333333333332
5469758,790904731_65189925622,278115838_73518841477_185403,start,2017-03-29 11:26:09,2017-03-29,11:26:09,2000080,28.0,10.0,32.0,male,2,25062.7,0,3,720470,Control,0 days 00:00:03,0.05
5469758,790904731_65189925622,278115838_73518841477_185403,step_1,2017-03-29 11:26:12,2017-03-29,11:26:12,9534189,14.0,8.0,26.0,male,2,52885.78999999999,5,8,6764885,Test,0 days 00:00:30,0.5
5469758,790904731_65189925622,278115838_73518841477_185403,step_2,2017-03-29 11:26:42,2017-03-29,11:26:42,1427054,8.0,8.0,32.0,unknown,2,45622.15,5,8,8690549,Test,0 days 00:00:51,0.85
5469758,790904731_65189925622,278115838_73518841477_185403,step_3,2017-03-29 11:27:33,2017-03-29,11:27:33,6650565,68.0,10.0,72.0,female,2,74400.15,4,7,68830,Control,0 days 00:00:19,0.31666666666666665
7096353,934559466_14804219878,278311067_5387239858_643380,start,2017-04-03 20:32:01,2017-04-03,20:32:01,4496228,22.0,4.0,66.0,female,2,45405.3,3,3,2668484,,0 days 00:00:24,0.4
7096353,934559466_14804219878,278311067_5387239858_643380,step_1,2017-04-03 20:32:25,2017-04-03,20:32:25,8011593,20.0,4.0,57.0,male,2,95309.27,1,1,3125941,,0 days 00:00:15,0.25
7096353,934559466_14804219878,278311067_5387239858_643380,step_2,2017-04-03 20:32:40,2017-04-03,20:32:40,6330893,30.0,0.0,40.0,female,2,62256.01,4,4,2392127,,0 days 00:00:30,0.5
7096353,934559466_14804219878,278311067_5387239858_643380,step_1,2017-04-03 20:33:10,2017-04-03,20:33:10,3250056,12.0,10.0,36.0,unknown,2,25682.22,5,5,3425846,,0 days 00:01:39,1.65
7096353,934559466_14804219878,278311067_5387239858_643380,start,2017-04-03 20:34:49,2017-04-03,20:34:49,5242629,12.0,9.0,40.0,unknown,2,289246.79,5,5,4146711,,0 days 00:00:05,0.08333333333333333
7096353,934559466_14804219878,278311067_5387239858_643380,step_1,2017-04-03 20:34:54,2017-04-03,20:34:54,1452942,10.0,5.0,32.0,unknown,2,21745.41,4,4,7551933,,0 days 00:00:09,0.15
116345,748170178_5687634084,278396289_16332298653_326164,start,2017-04-15 08:44:37,2017-04-15,08:44:37,3183559,42.0,9.0,22.0,female,3,102754.79,4,7,3438672,Test,0 days 00:05:43,5.716666666666667
116345,748170178_5687634084,278396289_16332298653_326164,step_1,2017-04-15 08:50:20,2017-04-15,08:50:20,6028338,68.0,1.0,86.0,male,2,86466.04000000001,5,8,4944107,Test,0 days 00:00:56,0.9333333333333333
116345,748170178_5687634084,278396289_16332298653_326164,step_2,2017-04-15 08:51:16,2017-04-15,08:51:16,8856304,52.0,11.0,46.0,male,3,138682.24,0,3,5578521,Test,0 days 00:00:26,0.43333333333333335
116345,748170178_5687634084,278396289_16332298653_326164,step_3,2017-04-15 08:51:42,2017-04-15,08:51:42,258829,44.0,8.0,70.0,female,2,125049.31,1,4,6124908,Control,0 days 00:02:42,2.7
8505031,449660616_85168616585,27839977_88341050602_411173,start,2017-03-30 11:20:24,2017-03-30,11:20:24,5075261,22.0,4.0,56.0,male,2,225166.36,4,7,3975699,Control,0 days 00:00:06,0.1
8505031,449660616_85168616585,27839977_88341050602_411173,step_1,2017-03-30 11:20:30,2017-03-30,11:20:30,4058187,16.0,0.0,42.0,unknown,2,40539.12,0,3,3438431,Control,0 days 00:00:31,0.5166666666666667
8505031,449660616_85168616585,27839977_88341050602_411173,step_2,2017-03-30 11:21:01,2017-03-30,11:21:01,7541202,26.0,5.0,41.0,male,2,74760.16,5,8,6861882,Test,0 days 00:00:16,0.26666666666666666
8505031,449660616_85168616585,27839977_88341050602_411173,step_3,2017-03-30 11:21:17,2017-03-30,11:21:17,6896289,24.0,10.0,58.0,male,2,33584.61,1,4,4845583,Test,0 days 00:00:20,0.3333333333333333
1287238,18494455_96469681769,278462861_69965676432_438865,start,2017-04-07 12:34:33,2017-04-07,12:34:33,5292917,10.0,11.0,64.0,unknown,2,37983.26,0,3,7622771,Test,0 days 00:00:06,0.1
1287238,18494455_96469681769,278462861_69965676432_438865,step_1,2017-04-07 12:34:39,2017-04-07,12:34:39,2026269,14.0,11.0,27.0,male,3,158070.15999999997,5,8,8587434,Test,0 days 00:00:08,0.13333333333333333
1287238,18494455_96469681769,278462861_69965676432_438865,step_2,2017-04-07 12:34:47,2017-04-07,12:34:47,2711899,30.0,2.0,45.0,female,3,118737.83,4,7,8943527,Test,0 days 00:02:29,2.4833333333333334
1287238,18494455_96469681769,278462861_69965676432_438865,step_3,2017-04-07 12:37:16,2017-04-07,12:37:16,4555481,16.0,9.0,51.0,female,2,298567.79,6,9,5633319,Test,0 days 00:00:44,0.7333333333333333
840643,387986252_44312069429,278600813_76201174121_141951,start,2017-04-14 10:58:38,2017-04-14,10:58:38,1756095,52.0,11.0,71.0,female,4,189742.1,3,3,1376633,,0 days 00:00:14,0.23333333333333334
840643,387986252_44312069429,278600813_76201174121_141951,step_1,2017-04-14 10:58:52,2017-04-14,10:58:52,2721377,28.0,6.0,48.0,female,2,53381.87,3,3,6486664,,0 days 00:00:40,0.6666666666666666
840643,387986252_44312069429,278600813_76201174121_141951,step_2,2017-04-14 10:59:32,2017-04-14,10:59:32,1096941,10.0,4.0,66.0,unknown,2,80762.49,7,7,8494224,,0 days 00:01:31,1.5166666666666666
840643,387986252_44312069429,278600813_76201174121_141951,step_3,2017-04-14 11:01:03,2017-04-14,11:01:03,9713503,32.0,3.0,60.0,male,3,128467.53,5,5,1946622,,0 days 00:00:40,0.6666666666666666
840643,387986252_44312069429,278600813_76201174121_141951,confirm,2017-04-14 11:01:43,2017-04-14,11:01:43,5814353,30.0,10.0,46.0,female,2,135310.16,3,3,7993765,,0 days 00:01:47,1.7833333333333334
5949865,639715719_10558226241,278628886_31584516135_465612,start,2017-04-05 11:10:48,2017-04-05,11:10:48,9915769,10.0,7.0,26.0,unknown,2,21093.84,3,3,6026642,,0 days 00:00:53,0.8833333333333333
5949865,639715719_10558226241,278628886_31584516135_465612,step_1,2017-04-05 11:11:41,2017-04-05,11:11:41,9262085,14.0,10.0,30.0,unknown,2,35635.1,1,1,141539,,0 days 00:00:22,0.36666666666666664
5949865,639715719_10558226241,278628886_31584516135_465612,step_2,2017-04-05 11:12:03,2017-04-05,11:12:03,3837917,22.0,1.0,40.0,female,2,18864.54,6,6,4462344,,0 days 00:01:26,1.4333333333333333
5949865,639715719_10558226241,278628886_31584516135_465612,step_3,2017-04-05 11:13:29,2017-04-05,11:13:29,7924403,12.0,11.0,42.0,unknown,2,17304.69,2,2,2848668,,0 days 00:01:02,1.0333333333333334
664972,725357530_35597156533,278643072_56073398609_702626,start,2017-04-07 19:04:53,2017-04-07,19:04:53,1378392,8.0,10.0,18.0,unknown,2,17594.769999999997,2,2,3950006,,0 days 00:00:06,0.1
664972,725357530_35597156533,278643072_56073398609_702626,step_1,2017-04-07 19:04:59,2017-04-07,19:04:59,9869173,70.0,10.0,78.0,female,2,186182.18,1,1,220749,,0 days 00:00:34,0.5666666666666667
1759997,991091860_9546925227,278737464_24574732585_487029,start,2017-04-09 09:29:00,2017-04-09,09:29:00,7550317,12.0,0.0,26.0,male,2,77680.98,6,9,6817705,Test,0 days 00:00:57,0.95
6599771,89080681_64729743448,278758097_27800054143_685586,start,2017-04-17 19:28:23,2017-04-17,19:28:23,7581994,12.0,9.0,30.0,unknown,2,50071.67999999999,6,9,6625127,Control,0 days 00:00:52,0.8666666666666667
6607631,924529725_79136014414,278761146_9086306105_987618,step_3,2017-04-19 11:38:57,2017-04-19,11:38:57,1368349,64.0,1.0,24.0,female,2,185206.14,3,3,662275,,0 days 00:02:36,2.6
7704425,331589062_59686593420,278807853_65110285094_161977,start,2017-03-30 00:38:41,2017-03-30,00:38:41,3936648,10.0,11.0,28.0,unknown,2,39467.03,7,7,294600,,0 days 00:00:10,0.16666666666666666
7704425,331589062_59686593420,278807853_65110285094_161977,step_1,2017-03-30 00:38:51,2017-03-30,00:38:51,1151364,10.0,5.0,57.0,male,2,14878.46,6,6,2942974,,0 days 00:00:20,0.3333333333333333
7704425,331589062_59686593420,278807853_65110285094_161977,step_2,2017-03-30 00:39:11,2017-03-30,00:39:11,4132121,14.0,10.0,20.0,unknown,3,27256.41,6,6,8233594,,0 days 00:02:38,2.6333333333333333
7704425,331589062_59686593420,278807853_65110285094_161977,step_3,2017-03-30 00:41:49,2017-03-30,00:41:49,2710042,10.0,11.0,32.0,unknown,2,61288.76,5,5,2794585,,0 days 00:00:29,0.48333333333333334
3709215,316001331_5928245942,279084886_73016404745_141609,start,2017-04-18 10:43:14,2017-04-18,10:43:14,3880183,14.0,10.0,52.0,unknown,3,136796.28,3,6,6917366,Test,0 days 00:00:25,0.4166666666666667
3709215,316001331_5928245942,279084886_73016404745_141609,step_1,2017-04-18 10:43:39,2017-04-18,10:43:39,6101171,20.0,7.0,52.0,male,2,40848.0,4,7,4009035,Test,0 days 00:00:40,0.6666666666666666
3709215,316001331_5928245942,279084886_73016404745_141609,step_1,2017-04-18 10:44:19,2017-04-18,10:44:19,5094615,10.0,10.0,40.0,unknown,2,41573.67,2,5,7223068,Test,0 days 00:00:27,0.45
3709215,316001331_5928245942,279084886_73016404745_141609,step_2,2017-04-18 10:44:46,2017-04-18,10:44:46,6793485,30.0,1.0,27.0,male,2,56357.73,2,5,7391835,Control,0 days 00:01:40,1.6666666666666667
3709215,316001331_5928245942,279084886_73016404745_141609,start,2017-04-18 10:46:26,2017-04-18,10:46:26,6974954,16.0,10.0,54.0,male,2,73568.75,4,7,2983117,Control,0 days 00:00:15,0.25
1097264,470996238_96277486191,279332136_20027153356_782001,start,2017-04-16 11:23:21,2017-04-16,11:23:21,1006456,12.0,1.0,39.0,female,2,98409.03,6,9,3547029,Test,0 days 00:09:48,9.8
1097264,470996238_96277486191,279332136_20027153356_782001,start,2017-04-16 11:33:09,2017-04-16,11:33:09,799810,48.0,4.0,66.0,male,3,1399095.49,6,9,8775808,Test,0 days 00:00:16,0.26666666666666666
1097264,470996238_96277486191,279332136_20027153356_782001,step_1,2017-04-16 11:33:25,2017-04-16,11:33:25,1538557,12.0,10.0,28.0,unknown,2,74082.85,1,4,7584430,Test,0 days 00:00:42,0.7
1097264,470996238_96277486191,279332136_20027153356_782001,step_2,2017-04-16 11:34:07,2017-04-16,11:34:07,1930016,12.0,3.0,31.0,unknown,3,74237.68,2,5,3103401,Test,0 days 00:01:31,1.5166666666666666
1097264,470996238_96277486191,279332136_20027153356_782001,step_3,2017-04-16 11:35:38,2017-04-16,11:35:38,7958380,12.0,5.0,56.0,unknown,2,98336.98,0,3,9659583,Test,0 days 00:01:18,1.3
182591,617637407_87669657541,279342278_96527777013_149600,start,2017-03-31 11:32:23,2017-03-31,11:32:23,1704093,18.0,5.0,60.0,male,3,107468.63,5,5,7609515,,0 days 00:00:23,0.38333333333333336
182591,617637407_87669657541,279342278_96527777013_149600,step_1,2017-03-31 11:32:46,2017-03-31,11:32:46,961633,16.0,0.0,34.0,male,3,104294.7,3,3,3069906,,0 days 00:00:16,0.26666666666666666
182591,617637407_87669657541,279342278_96527777013_149600,step_2,2017-03-31 11:33:02,2017-03-31,11:33:02,7712712,12.0,2.0,42.0,unknown,2,48370.02,3,3,7672589,,0 days 00:01:35,1.5833333333333333
8413740,460631569_61639089315,279350135_76070659094_959990,start,2017-04-12 15:12:50,2017-04-12,15:12:50,7124517,18.0,2.0,64.0,female,2,69960.37,5,8,1129306,Control,0 days 00:01:02,1.0333333333333334
8413740,460631569_61639089315,279350135_76070659094_959990,step_1,2017-04-12 15:13:52,2017-04-12,15:13:52,7830788,8.0,8.0,38.0,unknown,2,27861.75,0,3,1751041,Control,0 days 00:01:02,1.0333333333333334
8413740,460631569_61639089315,279350135_76070659094_959990,step_2,2017-04-12 15:14:54,2017-04-12,15:14:54,9196246,60.0,2.0,48.0,male,3,203885.34000000003,6,9,5062808,Control,0 days 00:00:30,0.5
960818,507929195_37053423803,279416523_18566006919_898314,start,2017-04-02 11:21:25,2017-04-02,11:21:25,180381,18.0,3.0,52.0,female,2,37935.97,2,5,2122069,Control,0 days 00:00:07,0.11666666666666667
960818,507929195_37053423803,279416523_18566006919_898314,step_1,2017-04-02 11:21:32,2017-04-02,11:21:32,2965474,14.0,9.0,30.0,unknown,2,31690.29,1,4,9385015,Test,0 days 00:00:07,0.11666666666666667
960818,507929195_37053423803,279416523_18566006919_898314,step_2,2017-04-02 11:21:39,2017-04-02,11:21:39,6804613,16.0,8.0,56.0,female,2,31726.32,0,4,9678288,Control,0 days 00:01:04,1.0666666666666667
960818,507929195_37053423803,279416523_18566006919_898314,step_3,2017-04-02 11:22:43,2017-04-02,11:22:43,5002894,16.0,10.0,55.0,unknown,2,64958.61,2,5,9306875,Test,0 days 00:00:25,0.4166666666666667
4600322,768924035_23817516162,279552306_34425097855_459302,start,2017-04-15 23:55:33,2017-04-15,23:55:33,608002,10.0,1.0,36.0,unknown,2,60954.11,3,6,7980054,Control,0 days 00:01:54,1.9
4600322,768924035_23817516162,279552306_34425097855_459302,step_1,2017-04-15 23:57:27,2017-04-15,23:57:27,9048769,8.0,9.0,22.0,unknown,2,23796.98,2,5,4148135,Test,0 days 00:04:01,4.016666666666667
4600322,768924035_23817516162,279552306_34425097855_459302,step_2,2017-04-16 00:01:28,2017-04-16,00:01:28,8149955,12.0,5.0,28.0,unknown,2,38969.29,2,5,2247921,Control,0 days 00:03:35,3.5833333333333335
4600322,768924035_23817516162,279552306_34425097855_459302,step_3,2017-04-16 00:05:03,2017-04-16,00:05:03,5603421,20.0,10.0,70.0,female,2,117856.67,1,4,6926845,Test,0 days 00:46:10,46.166666666666664
4600322,768924035_23817516162,279552306_34425097855_459302,start,2017-04-16 00:51:13,2017-04-16,00:51:13,9659496,30.0,0.0,49.0,male,2,89166.28,6,9,1401322,Test,0 days 00:00:09,0.15
4600322,768924035_23817516162,279552306_34425097855_459302,step_1,2017-04-16 00:51:22,2017-04-16,00:51:22,1479816,16.0,9.0,60.0,male,2,421554.13,1,4,3071553,Test,0 days 00:00:29,0.48333333333333334
4600322,768924035_23817516162,279552306_34425097855_459302,step_2,2017-04-16 00:51:51,2017-04-16,00:51:51,9336321,64.0,10.0,56.0,female,4,703526.0800000001,1,5,4868943,Test,0 days 00:02:07,2.1166666666666667
9183400,634432766_28582856847,279581282_14066846146_70912,start,2017-04-19 11:06:43,2017-04-19,11:06:43,2866523,20.0,10.0,40.0,male,2,28897.76,1,4,1190149,Control,0 days 00:00:43,0.7166666666666667
9183400,634432766_28582856847,279581282_14066846146_70912,step_1,2017-04-19 11:07:26,2017-04-19,11:07:26,1854779,30.0,3.0,40.0,male,2,31000.52,0,3,6394402,Test,0 days 00:00:10,0.16666666666666666
9183400,634432766_28582856847,279581282_14066846146_70912,step_2,2017-04-19 11:07:36,2017-04-19,11:07:36,3539265,32.0,0.0,64.0,male,5,399238.26,6,9,3897043,Control,0 days 00:01:13,1.2166666666666666
9183400,634432766_28582856847,279581282_14066846146_70912,step_3,2017-04-19 11:08:49,2017-04-19,11:08:49,985481,12.0,7.0,28.0,unknown,2,57054.78,3,6,795509,Control,0 days 00:02:12,2.2
9183400,634432766_28582856847,279581282_14066846146_70912,step_3,2017-04-19 11:11:01,2017-04-19,11:11:01,8827639,18.0,2.0,28.0,female,2,29776.18,5,8,4848342,Test,0 days 00:04:11,4.183333333333334
9183400,634432766_28582856847,279581282_14066846146_70912,start,2017-04-19 11:15:12,2017-04-19,11:15:12,2826373,26.0,5.0,66.0,unknown,2,114010.83,5,8,5702250,Test,0 days 00:00:02,0.03333333333333333
7073919,864007371_88669822220,279684570_55441444156_151701,start,2017-03-29 11:15:57,2017-03-29,11:15:57,4244891,16.0,10.0,51.0,male,2,87989.76999999999,2,5,6799298,Test,0 days 00:00:08,0.13333333333333333
7073919,864007371_88669822220,279684570_55441444156_151701,step_1,2017-03-29 11:16:05,2017-03-29,11:16:05,8643727,50.0,10.0,50.0,male,2,60525.34,1,4,8165565,Test,0 days 00:00:21,0.35
7073919,864007371_88669822220,279684570_55441444156_151701,step_2,2017-03-29 11:16:26,2017-03-29,11:16:26,8407501,26.0,4.0,52.0,female,2,259272.91,2,5,5190544,Test,0 days 00:00:19,0.31666666666666665
7073919,864007371_88669822220,279684570_55441444156_151701,step_3,2017-03-29 11:16:45,2017-03-29,11:16:45,4846965,18.0,2.0,82.0,female,2,312742.14,6,9,2857079,Test,0 days 00:01:17,1.2833333333333334
7073919,864007371_88669822220,279684570_55441444156_151701,confirm,2017-03-29 11:18:02,2017-03-29,11:18:02,4447493,12.0,10.0,37.0,unknown,3,52484.05,6,9,7771551,Control,0 days 00:05:18,5.3
7677234,423406601_11360760897,279804526_95898187204_265403,start,2017-04-06 17:03:22,2017-04-06,17:03:22,138242,38.0,11.0,42.0,female,2,127361.11,1,1,3877774,,0 days 00:00:28,0.4666666666666667
7677234,423406601_11360760897,279804526_95898187204_265403,step_1,2017-04-06 17:03:50,2017-04-06,17:03:50,6633813,42.0,8.0,52.0,female,2,65206.01,7,7,9730346,,0 days 00:00:14,0.23333333333333334
7677234,423406601_11360760897,279804526_95898187204_265403,step_2,2017-04-06 17:04:04,2017-04-06,17:04:04,5904714,44.0,6.0,56.0,female,2,766880.1000000001,2,2,4621306,,0 days 00:02:07,2.1166666666666667
7677234,423406601_11360760897,279804526_95898187204_265403,step_3,2017-04-06 17:06:11,2017-04-06,17:06:11,6945092,44.0,6.0,28.0,unknown,2,16776.519999999997,6,6,6290452,,0 days 00:02:10,2.1666666666666665
7677234,423406601_11360760897,279804526_95898187204_265403,step_3,2017-04-06 17:08:21,2017-04-06,17:08:21,5444934,16.0,5.0,26.0,unknown,2,70772.03,5,5,3779512,,0 days 00:02:05,2.0833333333333335
7677234,423406601_11360760897,279804526_95898187204_265403,confirm,2017-04-06 17:10:26,2017-04-06,17:10:26,3332569,10.0,0.0,20.0,unknown,2,20675.64,7,7,1143252,,0 days 00:00:19,0.31666666666666665
7677234,423406601_11360760897,279804526_95898187204_265403,confirm,2017-04-06 17:10:45,2017-04-06,17:10:45,2063568,10.0,10.0,45.0,unknown,2,28664.19,2,2,3686200,,0 days 00:00:04,0.06666666666666667
5203247,100578324_28615957202,279905694_13004445479_292980,start,2017-03-15 15:12:38,2017-03-15,15:12:38,6155003,18.0,2.0,40.0,male,3,269894.71,7,7,5026762,,0 days 00:00:33,0.55
5203247,100578324_28615957202,279905694_13004445479_292980,step_1,2017-03-15 15:13:11,2017-03-15,15:13:11,8419963,20.0,9.0,46.0,female,3,44056.8,7,7,5584042,,0 days 00:02:29,2.4833333333333334
5203247,100578324_28615957202,279905694_13004445479_292980,step_1,2017-03-15 15:15:40,2017-03-15,15:15:40,5076315,10.0,10.0,60.0,unknown,3,112140.34,5,5,5985376,,0 days 00:00:44,0.7333333333333333
5203247,100578324_28615957202,279905694_13004445479_292980,step_2,2017-03-15 15:16:24,2017-03-15,15:16:24,3374181,32.0,10.0,40.0,female,2,70547.97,3,4,6593130,,0 days 00:01:21,1.35
5203247,100578324_28615957202,279905694_13004445479_292980,step_3,2017-03-15 15:17:45,2017-03-15,15:17:45,5389608,30.0,3.0,82.0,female,2,301686.74,7,7,716512,,0 days 00:01:31,1.5166666666666666
4542043,390404584_71706364208,280032588_28356438175_671397,start,2017-04-05 14:05:16,2017-04-05,14:05:16,5408932,32.0,2.0,44.0,female,2,89290.93,4,7,3559978,Control,0 days 00:00:33,0.55
4542043,390404584_71706364208,280032588_28356438175_671397,step_1,2017-04-05 14:05:49,2017-04-05,14:05:49,8948931,24.0,3.0,33.0,female,2,33962.95,0,3,3984596,Test,0 days 00:00:41,0.6833333333333333
4542043,390404584_71706364208,280032588_28356438175_671397,step_2,2017-04-05 14:06:30,2017-04-05,14:06:30,4288230,22.0,4.0,69.0,female,2,60459.33,2,5,9487202,Test,0 days 00:07:16,7.266666666666667
4542043,390404584_71706364208,280032588_28356438175_671397,step_3,2017-04-05 14:13:46,2017-04-05,14:13:46,2286444,36.0,11.0,44.0,male,2,81352.0,4,7,7182233,Control,0 days 00:01:25,1.4166666666666667
6199279,341413820_70644258733,280087116_83192018647_575715,step_2,2017-04-02 15:08:24,2017-04-02,15:08:24,8864341,46.0,0.0,46.0,female,3,57285.26,2,2,279774,,0 days 00:00:24,0.4
6199279,341413820_70644258733,280087116_83192018647_575715,step_3,2017-04-02 15:08:48,2017-04-02,15:08:48,2778212,50.0,5.0,45.0,male,2,1212537.18,2,2,7524246,,0 days 00:03:08,3.1333333333333333
7626126,774374473_17360449411,280128151_33190366297_690428,start,2017-04-08 13:28:01,2017-04-08,13:28:01,9825063,8.0,10.0,60.0,female,2,35937.09,6,9,7164466,Control,0 days 00:01:18,1.3
7626126,774374473_17360449411,280128151_33190366297_690428,step_1,2017-04-08 13:29:19,2017-04-08,13:29:19,9115330,12.0,3.0,32.0,unknown,2,46106.7,6,9,8408846,Test,0 days 00:00:23,0.38333333333333336
7626126,774374473_17360449411,280128151_33190366297_690428,step_2,2017-04-08 13:29:42,2017-04-08,13:29:42,8078763,10.0,11.0,54.0,unknown,2,35008.78,0,3,5908562,Control,0 days 00:03:40,3.6666666666666665
7626126,774374473_17360449411,280128151_33190366297_690428,step_3,2017-04-08 13:33:22,2017-04-08,13:33:22,3461541,12.0,8.0,28.0,unknown,2,41519.87,3,6,9022088,Control,0 days 00:01:07,1.1166666666666667
7626126,774374473_17360449411,280128151_33190366297_690428,confirm,2017-04-08 13:34:29,2017-04-08,13:34:29,4322460,24.0,2.0,37.0,female,2,63849.07,0,3,4799313,Control,0 days 00:02:11,2.183333333333333
3623805,522516657_22795702812,280138178_77120098661_420464,start,2017-04-07 18:54:38,2017-04-07,18:54:38,8929729,10.0,7.0,62.0,unknown,2,74864.18,5,5,6237114,,0 days 00:03:48,3.8
3623805,522516657_22795702812,280138178_77120098661_420464,step_1,2017-04-07 18:58:26,2017-04-07,18:58:26,6295863,10.0,11.0,57.0,unknown,2,131408.69,7,7,1289337,,0 days 00:01:10,1.1666666666666667
3623805,522516657_22795702812,280138178_77120098661_420464,step_2,2017-04-07 18:59:36,2017-04-07,18:59:36,8826392,36.0,10.0,38.0,unknown,2,19736.16,2,2,6644943,,0 days 00:00:58,0.9666666666666667
3623805,522516657_22795702812,280138178_77120098661_420464,step_2,2017-04-07 19:00:34,2017-04-07,19:00:34,5427946,38.0,1.0,64.0,female,2,373356.5,2,2,4845732,,0 days 00:00:24,0.4
1146114,491006508_60156055857,280418265_89849592699_920218,start,2017-03-29 11:52:04,2017-03-29,11:52:04,3876293,12.0,1.0,38.0,unknown,2,36144.58,1,4,3276629,Control,0 days 00:00:10,0.16666666666666666
1146114,491006508_60156055857,280418265_89849592699_920218,step_1,2017-03-29 11:52:14,2017-03-29,11:52:14,2605545,30.0,1.0,36.0,female,2,98777.28,6,9,1911987,Test,0 days 00:06:07,6.116666666666666
1146114,491006508_60156055857,280418265_89849592699_920218,start,2017-03-29 11:58:21,2017-03-29,11:58:21,783521,20.0,5.0,94.0,female,2,1201642.6,2,5,4456584,Control,0 days 00:00:07,0.11666666666666667
1146114,491006508_60156055857,280418265_89849592699_920218,step_1,2017-03-29 11:58:28,2017-03-29,11:58:28,1548256,34.0,6.0,33.0,male,3,341797.36,3,6,7810411,Test,0 days 00:03:41,3.683333333333333
1146114,491006508_60156055857,280418265_89849592699_920218,step_2,2017-03-29 12:02:09,2017-03-29,12:02:09,734803,52.0,8.0,64.0,male,2,46136.03,6,9,20668,Test,0 days 00:01:45,1.75
1146114,491006508_60156055857,280418265_89849592699_920218,step_3,2017-03-29 12:03:54,2017-03-29,12:03:54,3389513,24.0,2.0,46.0,female,2,52614.59,0,3,3949788,Test,0 days 00:01:04,1.0666666666666667
1035291,57749071_34560929445,280571629_2834953073_117833,start,2017-04-09 20:23:07,2017-04-09,20:23:07,7557663,10.0,10.0,33.0,unknown,3,83053.73,4,7,613885,Control,0 days 00:01:11,1.1833333333333333
1035291,57749071_34560929445,280571629_2834953073_117833,step_1,2017-04-09 20:24:18,2017-04-09,20:24:18,9527640,14.0,8.0,28.0,unknown,2,56370.03999999999,6,9,7024366,Test,0 days 00:00:55,0.9166666666666666
