client_id,clnt_tenure_yr,clnt_tenure_mnth,clnt_age,gendr,num_accts,bal,calls_6_mnth,logons_6_mnth
3418053,34,10,60,male,2,88621.62,6,9
8027229,10,10,34,female,2,29630.18,0,3
9752962,36,6,58,female,2,82326.13,5,8
2465411,10,11,27,unknown,2,31486.97,6,9
5023867,36,11,74,female,2,76883.12,4,7
4750401,32,1,48,female,2,184759.95,3,6
8530901,18,11,54,female,2,81389.98999999999,2,5
5742800,14,7,27,unknown,2,41450.98,2,5
6729737,32,1,30,male,2,86197.43,2,5
5133374,16,1,34,unknown,2,29253.51,2,6
8253552,12,10,42,unknown,2,28045.96,1,4
5783371,30,2,58,female,2,500995.77,6,9
7721395,14,2,63,male,2,493986.38,6,9
4800593,26,9,64,male,3,38817.23,6,9
6849764,34,7,43,female,2,89356.01,4,7
1486086,24,0,52,female,2,28768.67,4,8
6986382,30,0,53,male,2,286973.4,2,5
5883378,66,10,64,female,2,23815.57,1,4
1805764,28,6,20,unknown,2,25446.46,2,5
3907538,56,4,66,male,2,117512.3,6,9
5883791,10,0,61,unknown,2,32517.95,1,4
3960029,16,11,34,male,2,82314.54999999999,5,8
5273168,28,9,69,female,2,64492.2,3,6
549987,14,9,52,unknown,2,731825.3200000001,6,9
4097289,68,6,76,male,3,555496.0700000001,6,9
7000312,52,3,22,male,2,40760.58,5,8
6583985,54,9,66,male,3,172934.40000000002,5,8
4378882,14,2,32,unknown,3,102462.07,6,9
9682469,8,2,22,unknown,2,26715.58,6,9
624085,24,1,61,male,2,75152.22,3,6
6078015,30,1,77,male,2,43703.05,5,8
5729005,12,11,56,unknown,2,49908.41,6,9
9825833,18,3,58,male,2,66201.75,3,7
1576746,14,11,40,unknown,2,86373.16,0,3
2223269,10,10,30,unknown,2,58114.16,1,4
8743022,16,0,46,unknown,2,48153.81,6,9
2459169,30,4,62,female,2,154249.56,0,3
2247921,12,11,72,unknown,2,36939.05,0,3
1895406,28,10,54,female,2,25042.96,0,3
6857321,56,5,68,female,2,121924.6,2,5
7579546,10,0,44,unknown,2,188389.63,6,9
1484808,48,1,44,female,2,63632.11,6,9
118415,58,6,56,male,3,607775.8200000001,2,5
6808836,42,11,58,female,3,145531.9,6,9
6783693,42,10,52,female,2,181978.57,2,5
7418208,42,1,53,male,2,174420.33000000002,4,7
2429252,40,10,38,female,2,195091.9,1,4
1018270,40,3,50,unknown,3,214009.5,2,5
9283472,38,2,56,female,2,150390.96,6,9
5479065,16,0,21,unknown,2,62494.17,0,3
9310803,22,10,53,female,2,47870.76,0,3
1444905,10,9,66,unknown,2,87440.6,5,8
1195541,14,4,30,unknown,3,57505.73,2,5
3476871,22,8,52,male,2,89363.74,2,5
6230768,24,1,41,male,2,29720.46,0,3
7181531,30,3,58,female,2,202559.45,1,4
3971814,10,11,55,unknown,2,35560.57,1,4
7665323,8,11,24,unknown,3,39257.86,3,6
1866169,26,1,50,unknown,2,309606.34,6,9
6898781,26,11,38,female,2,68594.04000000001,2,5
2221946,18,2,32,male,3,73506.35,4,7
1430088,10,8,56,unknown,2,37688.42,6,9
8286068,20,7,59,female,2,41154.56,2,5
4671078,46,3,56,female,4,183095.09000000003,6,9
9711093,30,7,68,female,2,1233087.04,4,7
8270441,16,9,30,male,2,92843.25,6,9
3639133,20,3,36,female,2,54981.76,1,4
4343302,70,10,64,female,2,241787.18,6,9
1533341,20,2,55,female,3,577256.54,6,9
6159612,28,0,56,female,2,39623.34,1,4
2100717,18,9,64,male,2,78008.39,2,5
4945232,66,10,65,male,2,208305.6,3,6
5085135,30,0,38,male,3,226703.24,2,5
8602786,10,5,32,female,2,60426.86,6,9
4444742,28,10,26,male,2,41447.81,6,9
3603721,26,10,76,female,2,42472.56,4,7
3820374,30,10,70,female,2,45117.27,1,4
529380,30,11,48,unknown,2,263562.48,5,8
873622,10,10,20,unknown,2,31618.55,0,3
8444187,26,0,63,male,2,46344.6,2,5
6361221,70,7,69,female,2,127643.5,2,5
1943211,16,3,29,male,2,36341.09,4,7
4838456,28,7,31,female,2,28691.2,1,4
5671184,20,1,31,female,3,110128.42,6,9
4857012,12,2,42,unknown,2,30264.9,6,9
9445016,6,7,42,unknown,2,56909.73,6,9
7898021,8,11,53,unknown,2,483995.18,0,3
9701979,10,0,44,unknown,2,35639.02,2,5
542563,28,10,76,female,3,251843.76,6,9
6457559,48,10,67,female,2,172166.81,5,8
1286856,46,1,68,male,2,37410.0,2,5
3096259,46,0,26,female,2,92735.11,1,4
7278607,44,0,42,male,2,31114.85,6,9
7215328,44,0,50,male,2,136804.2,2,5
4279133,42,11,68,female,3,536326.9400000001,3,6
9058949,40,6,62,female,2,205171.27,3,6
4373565,36,2,58,female,2,92713.66,1,4
4437808,20,2,38,male,2,144489.59999999998,6,9
7639568,8,11,34,unknown,2,26120.31,4,7
5254323,28,11,56,female,2,112538.23,1,4
3630175,52,8,66,male,2,34908.47,1,4
4600084,24,8,36,female,2,80993.83,4,7
5437254,8,11,25,female,2,32514.65,1,4
256199,26,9,56,female,3,719371.26,2,5
7603857,12,3,52,unknown,2,58245.01,0,3
1498304,26,1,58,male,2,97536.46,5,8
8083597,34,1,40,male,2,87135.34,6,9
3307059,12,10,60,female,2,302548.3,6,9
1872085,12,2,28,unknown,2,32386.75,6,9
3959756,32,3,68,male,2,211333.7,6,9
3145003,8,1,58,unknown,2,35532.869999999995,0,3
4730185,22,10,62,male,2,273126.42,2,5
6089880,30,5,63,male,2,43113.36,1,4
3920173,14,0,54,unknown,2,33888.96,6,9
1476869,10,10,40,unknown,2,39408.41,1,4
4818367,14,8,75,unknown,3,615548.56,2,5
548028,14,1,64,unknown,2,38282.41,0,3
5027502,32,3,34,female,2,55295.37,0,3
8434228,26,8,58,male,2,172344.19,2,5
2353745,18,6,36,male,2,30442.72,4,7
6053599,20,7,47,female,2,619506.4400000001,5,8
1825957,26,5,64,female,2,113419.98,5,8
4085994,28,10,42,male,2,88120.04999999999,2,5
546244,20,7,35,unknown,2,62378.22,6,9
1260122,20,11,50,female,2,38304.73,1,4
8254224,24,0,32,unknown,2,74434.32,4,7
1425787,8,11,26,unknown,3,106857.78,4,7
4082474,30,4,69,male,2,54838.53,2,5
3399499,32,10,53,female,2,65631.95999999999,6,9
3059225,56,10,72,female,3,94669.95,5,8
5337833,14,3,54,unknown,2,76954.76999999999,3,6
9155004,24,5,43,male,2,24145.34,0,3
4807174,24,8,48,male,2,35940.24,6,9
4797464,12,9,62,unknown,2,266444.16,5,8
3555462,16,3,36,unknown,3,205650.31,1,4
8342684,10,10,32,female,2,27595.81,6,9
6147265,8,10,38,unknown,2,37597.83,6,9
8609870,32,2,50,male,2,91774.41,0,3
5225985,24,2,30,female,2,57432.89,0,3
2844117,12,1,33,unknown,2,31165.1,3,6
6351670,26,4,42,male,2,75828.84,0,3
5995219,52,2,58,male,2,150338.34999999998,6,9
4673092,48,0,74,female,4,87936.94,1,4
4712253,46,4,76,female,3,2416888.09,6,9
9485108,46,0,52,male,2,68980.34,0,3
8366866,40,11,78,female,2,85603.58,0,3
5597360,64,6,74,female,3,630721.79,5,8
4145904,56,5,47,male,3,1680085.16,6,9
7183287,52,11,44,female,2,94064.34,0,3
8389957,30,1,56,female,2,48154.14,1,4
3427205,16,3,51,unknown,2,108831.09,5,8
1967815,12,4,38,unknown,2,35674.34,0,3
5647696,52,7,55,female,2,311468.78,4,7
7968992,12,2,27,unknown,3,52901.03,6,9
9080796,20,10,24,male,2,78553.53,5,8
2000438,14,10,42,unknown,2,73830.36,1,4
6871774,12,0,46,unknown,2,57868.14,2,5
6437044,24,11,67,female,2,49686.77,0,3
9611285,34,0,56,male,2,90622.87,6,9
9038995,16,7,28,unknown,2,35011.32,5,8
9409836,48,10,54,male,2,325629.71,5,8
8207575,26,10,36,female,2,133171.82,1,4
2590485,28,4,58,male,2,27591.32,0,3
2081780,26,7,30,male,3,53130.99,2,5
5575459,10,2,30,female,2,25092.76,2,5
1827023,12,10,24,unknown,3,30618.74,2,5
4251934,16,7,20,unknown,2,61311.81,2,5
7567165,26,7,60,female,2,46648.98,1,4
8342480,14,4,54,female,3,73338.67,2,5
6175380,14,1,64,unknown,2,33767.44,6,9
5308804,14,10,58,unknown,2,35865.85,6,9
9873188,16,9,50,unknown,2,39465.51,0,3
2824912,26,10,46,unknown,2,113417.12,0,3
4236961,16,1,48,unknown,2,246477.35,6,9
6758365,28,10,70,female,2,40967.03,4,7
5627725,8,10,80,unknown,2,99851.72,5,8
4754246,10,8,64,unknown,2,1334420.26,6,9
8106540,32,4,36,female,2,169577.39,3,6
2353550,26,7,30,female,2,45682.8,2,5
2949340,12,10,54,unknown,2,72983.92,1,4
6826792,18,0,30,male,2,49441.16,1,4
256308,22,11,68,male,2,428201.68,4,7
6187864,26,7,55,female,2,174412.75,4,7
5492724,20,2,36,female,2,45224.13,0,3
2689588,14,0,72,male,2,472260.14,5,8
8838068,32,2,56,male,2,100233.77,5,8
2041578,18,11,30,female,2,68313.64,0,3
8506693,10,9,59,unknown,2,265380.88,6,9
4996294,8,8,18,unknown,2,30876.2,3,6
9676457,12,9,54,unknown,2,87713.65,0,3
8121036,10,8,30,unknown,2,42420.11,4,7
6950389,32,4,58,male,2,86546.81,3,6
9531788,24,5,80,female,2,237279.3,5,8
7047205,10,10,20,unknown,2,29682.19,0,3
9115963,24,0,52,female,2,79723.51999999999,1,4
351093,12,0,28,unknown,2,56944.23,3,6
5611197,14,5,74,unknown,2,95918.47,6,9
8164330,48,1,24,female,2,33485.09,1,4
8240010,44,10,55,male,2,49414.03,3,6
7563717,44,8,62,female,2,116779.95,6,9
4747441,42,4,66,male,4,650626.8300000001,6,9
4094154,42,2,56,female,2,26606.53,0,3
4069324,38,5,52,female,2,254150.29,2,7
1837031,34,10,40,unknown,3,281055.61,2,6
7512056,26,7,61,female,2,40083.27,2,5
7038675,10,6,24,unknown,2,30265.76,0,3
6271373,20,10,68,female,2,32360.51,3,6
4457078,16,0,26,unknown,2,37692.7,2,5
6616954,16,1,64,unknown,2,43766.73,3,6
3707462,10,8,22,unknown,2,25244.72,5,8
7861574,14,3,45,male,2,67191.79999999999,2,5
9872674,20,1,24,male,2,54238.7,3,6
6361144,26,10,55,male,2,52691.22,3,6
660484,30,9,72,male,2,58602.61,6,9
2556428,56,2,60,female,2,88355.82,1,4
3583712,24,0,32,female,2,63173.08,4,7
3364689,24,11,31,male,3,95559.06,5,8
7126892,24,1,44,male,2,52563.41,1,4
1336538,22,8,58,male,2,179782.96000000002,0,3
3796106,30,9,60,male,2,180422.48,0,3
3990344,26,10,40,female,2,27265.72,2,5
2286797,10,9,76,unknown,4,482333.23,5,8
2727344,20,4,50,male,2,258274.89,1,4
9068531,58,8,68,male,3,511737.52,3,6
9451034,14,6,63,unknown,2,700980.27,3,6
8126956,8,10,28,unknown,2,27864.97,2,5
8070244,12,0,28,unknown,2,31696.06,0,3
9826969,32,10,52,female,2,30854.03,0,3
5729629,26,9,46,male,2,281223.5,3,6
5965083,22,3,25,male,2,24913.85,5,8
7988559,22,11,28,male,2,52591.12,3,6
8199978,28,2,52,male,2,46560.85,6,9
957006,16,7,44,unknown,2,304940.55,1,4
6684091,66,11,62,male,3,513671.86,3,6
9058579,10,5,52,unknown,2,53269.42999999999,2,5
9708601,46,5,63,unknown,2,45763.27,6,9
8979924,44,10,56,female,2,195052.83,4,7
4866504,44,5,56,female,2,177782.82,6,9
2062515,44,1,66,female,3,96501.79,6,9
7963969,44,1,54,male,3,460148.67,5,8
6594759,42,7,72,female,2,37831.67,0,3
5351307,38,9,47,female,2,74995.87,1,4
5954807,38,2,42,female,2,26681.9,2,5
1526732,36,11,47,male,2,131027.77,1,4
33265,36,3,42,unknown,3,499871.06,6,9
4830192,32,10,56,unknown,3,68142.14,1,4
9772823,16,1,26,unknown,2,42778.53999999999,5,8
6305110,20,9,32,male,2,67188.81,2,5
1894800,10,10,52,unknown,2,33362.77,3,6
7523205,10,11,38,female,2,36797.43,1,4
4769605,12,10,56,unknown,2,56558.38,0,3
229490,12,7,60,unknown,2,215323.41,2,5
3540614,28,11,64,female,2,120155.97,1,4
9367245,34,1,53,female,2,86199.89,3,6
8894823,24,1,54,female,2,114579.55,3,6
3071651,8,11,46,female,3,123616.46,6,9
689136,20,10,58,male,2,177628.21999999997,0,3
6281570,30,11,52,female,2,40832.7,0,3
4471620,30,1,48,female,2,41178.69,0,3
3500486,10,7,71,unknown,2,40000.27,3,6
8109359,22,8,43,female,2,73499.83,1,4
9658207,10,9,25,unknown,2,27487.92,1,4
7159190,28,3,46,male,3,305040.06,5,8
883254,18,8,58,male,2,36915.61,3,6
882354,32,3,44,female,2,54060.07,1,4
4075832,16,2,28,unknown,2,56645.58,3,6
2648419,14,11,56,unknown,2,33722.83,0,3
9678771,8,10,62,unknown,2,34236.06,2,5
3526750,38,10,68,unknown,2,40489.38,4,7
9584971,12,11,53,unknown,2,30067.36,3,6
7798288,28,1,63,female,2,56578.39,1,4
7928881,10,8,77,unknown,2,61401.37,1,4
9364546,20,9,46,male,2,48135.82,1,4
9657960,30,6,56,male,2,50722.94,3,6
7596860,10,10,50,unknown,2,32450.94,0,4
1211589,18,8,30,female,2,36155.7,1,4
38275,10,10,57,unknown,2,27780.68,0,3
694842,36,4,59,female,2,48894.03,6,9
2936364,32,3,48,female,4,305265.38,6,9
9574316,10,4,27,unknown,3,85512.97,6,9
7340109,12,1,66,unknown,2,59826.9,6,9
9714351,24,11,68,female,2,48467.78,0,3
6829103,18,0,28,male,2,43190.48,0,3
2745600,22,11,30,male,2,34072.97,6,9
8890113,20,7,36,female,4,166075.18,6,9
432803,20,0,50,female,2,112669.28,0,3
9870057,30,4,37,female,2,177420.88,6,9
8617185,20,2,72,female,2,206404.5,6,9
9448917,22,11,68,female,2,51029.34,4,7
9331460,12,6,29,unknown,2,115820.29,2,5
1455162,14,1,47,unknown,2,78385.94,2,5
4944394,30,7,46,male,3,168102.02000000002,4,7
7017572,16,8,22,female,2,29197.62,4,7
7233758,8,10,52,unknown,2,27106.36,0,3
6543742,26,1,41,male,4,176655.63,5,8
6365333,12,8,59,female,2,65858.04000000001,0,3
9522035,10,7,41,female,2,33370.05,1,4
2947410,42,1,68,male,2,554607.0900000001,6,9
7780028,40,11,76,male,3,1170522.1,6,9
6092556,36,7,22,male,3,56301.31,1,4
1229236,18,5,28,male,4,34663.54,6,9
1279165,16,4,48,unknown,3,83019.76999999999,3,6
2386890,34,2,48,female,2,104272.7,3,6
154458,12,0,42,unknown,2,57851.96,6,9
1853288,26,1,50,female,2,35851.759999999995,0,3
3029315,8,9,22,unknown,2,27900.15,5,8
9651415,20,3,40,female,2,32894.71,0,3
2560783,20,9,70,female,2,72460.85,0,3
7789966,26,2,73,female,2,97518.33,1,4
1518204,8,11,22,unknown,2,26739.75,6,9
2467505,40,3,54,male,2,37144.56,6,9
4495996,32,0,30,female,3,132392.94,4,7
4791008,10,5,28,unknown,3,69168.53,5,8
1235981,32,7,68,male,2,48862.55,0,3
6257765,28,8,42,male,2,28155.7,0,3
1676632,16,3,64,male,3,1030196.4,6,9
9639697,20,0,83,female,2,46504.57,6,9
6122115,26,0,29,female,2,80683.0,6,9
4967715,30,1,57,female,2,35853.34,0,3
5665278,24,3,50,male,2,55008.39,1,4
805952,20,0,24,female,2,39415.22,3,7
3429201,16,7,40,unknown,3,151152.36,3,6
3088472,62,3,63,female,2,70001.61,3,6
9974466,18,7,58,female,2,532825.34,6,9
1902079,22,4,34,male,2,52289.53,6,9
9166493,26,11,36,male,2,49767.11,4,7
9359900,28,5,44,male,2,55395.38,1,4
1979830,20,11,53,male,2,31817.16,1,4
6249597,10,10,28,male,2,73343.09,2,5
2092004,16,11,36,male,2,32010.91,1,4
58456,30,3,61,unknown,2,33476.259999999995,5,8
13831,32,2,42,female,3,241208.2,6,9
2933245,10,0,26,unknown,2,25850.55,4,7
3831391,20,8,51,female,2,587435.91,2,5
4834157,12,1,25,unknown,2,45850.86,0,3
4674314,18,0,55,female,3,148271.89,6,9
2957681,44,1,67,female,2,77602.23,4,7
5396631,8,10,62,female,2,37072.81,1,4
9171585,46,1,66,male,2,44358.2,2,5
5617700,46,0,72,female,2,52431.49,2,5
3478239,44,9,60,female,3,431914.54,4,7
5178522,44,0,70,female,2,36822.4,4,7
257411,50,10,76,female,2,41967.92,5,8
4636910,24,11,34,female,3,384056.82,6,9
2390397,10,9,60,unknown,2,452653.8,6,9
8965464,14,7,32,unknown,2,276955.8,6,9
6034128,66,3,62,female,2,356252.46,1,4
2276074,6,10,59,unknown,2,32682.04,5,8
8943719,32,11,28,female,2,58875.2,2,5
9154363,26,10,46,unknown,2,717944.5,3,6
3390482,12,11,48,unknown,2,74329.67,6,9
8252266,8,9,26,unknown,2,26387.76,1,4
3638986,16,10,30,male,3,113341.11,6,9
7638634,10,6,56,unknown,2,40283.63,4,7
6112039,30,9,62,female,2,76568.2,2,5
7732731,68,5,70,female,2,187642.95,4,8
809046,52,4,54,female,2,104856.56,1,4
170865,12,11,33,unknown,2,52452.02,3,6
1932162,26,1,62,male,2,286077.5,4,7
5194824,24,11,57,female,2,32898.649999999994,4,7
80241,26,1,65,female,2,33963.69,4,7
938268,60,8,68,male,3,2672736.07,6,9
1189894,32,0,22,male,2,115173.8,3,7
9690558,30,2,34,male,3,45821.1,6,9
4634966,24,6,69,male,2,25617.42,5,8
1042593,10,10,34,unknown,3,71841.73,6,9
7273049,14,1,62,unknown,2,115327.88,3,6
8577484,28,3,52,male,2,33758.75,0,3
4046358,10,6,30,unknown,2,122031.43,1,4
6331553,16,8,36,female,3,989257.72,5,8
5887829,12,3,50,unknown,2,43160.81,6,9
607427,16,2,38,female,2,25965.53,1,4
962255,8,8,28,female,2,42644.19,1,4
2918674,28,3,48,female,2,240142.15,1,4
4219512,12,0,32,female,2,63033.51,4,7
1435291,12,4,68,unknown,2,31848.09,4,7
3912353,32,0,60,female,2,43642.37,6,9
8475183,6,10,22,unknown,2,27116.69,1,4
4022071,10,7,32,unknown,2,25048.03,1,4
3535465,20,1,76,male,2,158016.46000000002,2,5
9585752,18,8,56,female,2,147119.11,0,3
1941452,12,11,33,unknown,2,55711.13,6,9
4876243,42,11,58,unknown,2,53061.34,5,8
6229944,42,9,50,unknown,2,226312.72,2,5
4453835,38,10,32,male,3,136283.78,4,7
8039,36,10,58,unknown,2,79960.0,6,9
6829634,34,10,47,unknown,3,283002.3,2,5
6968533,34,10,45,male,2,29572.91,1,4
6938438,44,7,38,female,3,32150.45,4,7
2345113,24,10,52,female,2,34777.18,0,3
6319952,10,0,42,unknown,3,65032.84,3,6
3008375,20,11,42,female,2,102428.72,4,7
7075904,20,10,42,female,4,264219.09,3,6
1981903,12,11,58,unknown,2,164496.94,1,4
9316616,58,8,34,female,4,253476.2,6,9
4601637,12,1,29,unknown,2,67202.44,2,5
7966006,6,10,45,unknown,2,36608.5,1,4
8964788,32,4,62,female,2,100350.11,4,7
9615383,64,9,47,male,2,45727.71,1,4
7052152,56,11,24,male,2,681851.0800000001,3,6
8027961,40,2,68,male,2,141267.22,6,9
5815644,14,11,26,unknown,2,61571.26,2,5
5812262,12,3,32,unknown,3,51357.86,1,4
615245,26,1,66,male,2,32323.04,4,7
610964,62,9,58,female,2,603834.65,6,9
3261503,18,0,57,male,3,80625.31,6,9
3366510,12,11,50,unknown,2,105214.76,3,6
9691746,8,10,38,unknown,2,66913.03,5,8
1061310,22,4,32,male,2,100635.83,3,6
2707817,30,8,80,male,2,28604.36,5,8
8967374,16,10,31,female,2,53266.86,4,7
7717237,12,11,40,unknown,3,74878.2,4,7
1064769,26,0,56,male,2,65881.35,0,4
7758352,26,0,30,male,2,59560.3,1,4
5394104,14,10,46,unknown,2,31910.93,5,8
6030486,22,1,44,female,2,23798.77,0,3
550793,14,8,28,unknown,2,32073.2,3,6
7867689,22,8,41,female,2,108578.66,3,6
3815125,28,3,61,male,2,372476.67,6,9
5700235,12,9,54,female,2,180848.17,3,6
2694902,16,10,56,male,2,663446.81,5,8
6423460,34,8,56,male,3,1654536.75,6,9
7550339,24,1,44,female,2,44234.39,4,7
2065383,38,10,56,male,2,32024.11,3,6
2778172,22,5,58,male,2,75227.51,5,8
8315340,8,10,29,male,3,356945.72,6,9
3877620,20,4,30,female,2,91819.19,0,3
7749080,16,8,28,female,2,36908.07,1,4
7193766,12,3,22,unknown,2,36907.51,5,8
5624983,12,4,40,female,2,65284.82,6,9
9887604,30,1,43,male,2,58962.42,2,5
7320660,30,10,66,female,2,81117.20999999999,4,7
631366,30,9,49,male,2,25001.95,6,9
1282142,16,9,33,male,2,80168.6,5,8
2706171,34,8,56,male,2,325036.97,6,9
7162304,46,4,73,male,2,206006.34000000003,6,9
6528518,46,3,72,male,3,73939.20999999999,6,9
1835426,44,10,78,male,3,249444.74,5,8
8095324,42,10,51,female,2,191007.81,1,4
6106797,42,0,65,male,4,350010.87,6,9
4740995,40,10,62,female,2,33980.68,0,3
6049963,40,9,79,unknown,2,229280.72,1,4
3780735,52,3,70,female,2,111955.07,2,5
4972499,34,5,40,female,2,285949.28,2,5
8013513,32,10,61,male,2,67880.23,1,4
8262866,20,1,32,male,2,85067.56,6,9
1634583,10,9,36,unknown,2,106828.6,1,4
7018882,14,7,54,unknown,2,65614.86,3,6
8334958,58,6,70,male,2,54917.73,3,7
8525111,22,2,62,male,2,361758.2,1,6
9436768,28,11,33,female,2,57675.7,1,5
6594076,10,10,26,female,2,76013.87,0,4
7197673,10,11,20,unknown,2,27834.81,2,5
2557122,32,1,73,male,3,245010.75,6,9
2681612,50,8,28,male,3,337093.46,0,3
9235731,28,8,78,male,3,108712.15,6,9
753410,28,2,59,female,2,42493.23,2,5
2318565,14,2,52,unknown,2,116151.14,2,5
1814949,18,10,46,female,2,29672.99,0,3
3760660,38,9,50,male,2,129287.16,2,5
5624781,14,0,38,unknown,2,27806.87,4,7
6949145,30,2,30,female,2,25076.71,1,4
7364879,10,5,25,unknown,2,38556.3,5,8
1302897,36,10,58,male,2,41462.81,4,7
7059880,32,10,44,female,3,35619.81,1,4
9427939,32,9,67,male,2,631824.01,4,7
8172442,38,0,52,male,2,48143.14,4,7
4912795,20,10,32,female,2,39317.55,2,5
7302525,10,2,64,unknown,2,35198.83,2,5
6612005,12,9,51,unknown,2,84451.03,2,5
2735258,32,0,66,female,2,69196.0,0,3
1911636,20,10,33,female,2,130033.21,4,7
4214883,22,0,73,male,2,70475.39,0,3
1197861,32,7,40,female,2,70032.54999999999,0,3
6764551,16,10,74,male,2,178159.82,6,9
3797582,18,10,33,female,2,96033.0,0,3
4527092,32,5,25,male,2,74879.26,1,4
525775,22,9,74,male,2,823277.56,6,9
2919562,42,1,72,male,2,63231.87,2,5
9254970,14,1,38,unknown,2,40634.09,3,6
1140618,26,9,56,female,2,38905.63,2,5
3874965,8,9,22,unknown,2,54413.26,3,6
606139,28,9,40,unknown,2,30017.91,0,3
4155707,50,0,61,female,2,42548.3,2,5
5705780,48,7,32,male,3,87365.29000000001,6,9
6950569,42,10,67,male,2,72200.01,3,6
9115050,26,6,26,male,2,28099.64,0,3
7070873,14,1,26,unknown,2,75092.93,1,4
1455660,30,11,56,female,2,56588.44,5,8
9099010,14,10,25,unknown,2,35423.53,4,7
722552,30,11,58,male,4,71949.31,4,7
4516576,16,11,24,male,2,36241.61,6,9
6297367,28,0,58,male,2,2546117.7,4,7
3600460,14,3,22,male,2,26709.66,0,3
92665,10,10,35,unknown,3,87511.85,5,8
579429,46,11,70,female,2,31998.08,4,7
2269185,20,10,37,female,2,35124.16,3,6
3173410,28,5,59,male,2,186042.95,4,7
5581214,14,1,52,unknown,2,40852.25,3,6
3327676,10,7,70,male,2,378224.48,6,9
3570177,10,10,32,unknown,3,69783.64,3,6
518664,8,10,20,unknown,2,36175.2,1,4
9402612,10,1,32,unknown,2,30928.7,2,5
9061738,28,0,32,male,2,96448.69,6,9
9627836,28,11,60,female,2,45281.1,6,9
4702475,28,10,56,male,2,46521.57,0,4
1658654,8,11,28,unknown,2,39474.64,1,4
128147,18,5,26,male,2,54746.26,6,9
7871152,12,10,20,male,2,38507.0,0,3
1860313,8,10,31,unknown,3,91056.89,6,9
9259068,22,4,34,male,2,139612.12,3,6
5360325,10,0,60,unknown,2,53621.57,2,5
1246588,10,2,54,unknown,2,119439.36,4,8
1196136,14,10,29,unknown,3,33005.8,6,9
3252218,24,3,34,male,2,36023.0,1,4
3214901,12,10,36,male,3,52134.22,2,5
4968571,54,3,34,male,2,154065.12,6,9
8302339,14,1,47,unknown,2,55987.12,0,3
2846232,14,10,64,unknown,2,74593.32,5,8
8006118,14,10,45,unknown,2,51274.65,2,5
2008582,8,9,29,male,3,195326.48,6,9
9348903,12,1,23,unknown,2,50442.14,3,6
744039,12,10,26,unknown,2,38238.72,0,3
8330372,18,8,74,female,2,64975.25,1,4
6508011,24,11,70,unknown,2,271066.47,6,9
4174906,16,1,28,unknown,3,132729.05,6,9
3123548,8,9,52,male,2,75381.5,3,6
4592206,48,2,60,female,2,136404.37,2,5
6630292,46,5,56,female,2,29239.65,1,4
9628678,42,10,46,female,4,406753.7,2,5
3848142,42,1,54,male,2,195405.29,6,9
4211128,42,0,48,female,2,622391.24,3,6
7007284,68,5,70,male,2,2204296.96,6,9
8338121,38,11,22,male,2,38813.73,0,3
6696882,8,6,42,female,2,111237.96,3,6
8482283,18,6,64,male,2,126286.04,4,7
3816420,52,5,28,female,2,47921.41,1,4
1383318,58,3,62,female,2,131208.44,3,6
8498591,14,4,54,unknown,3,65707.01,6,9
3618224,10,10,22,unknown,2,28078.75,1,4
2923510,14,7,67,unknown,3,104236.34,4,7
9194809,16,6,32,unknown,2,39333.04,6,9
2001658,18,10,38,male,2,72083.39,0,3
1425337,8,11,30,unknown,3,41312.67,0,3
4822884,14,6,27,unknown,2,31846.61,0,3
7250188,30,9,57,male,2,234109.92,6,9
9967908,14,0,60,unknown,2,55482.95,3,6
1783799,16,11,52,male,2,53694.24,6,9
9784340,10,10,26,unknown,2,33781.66,3,6
7840823,10,9,50,unknown,2,53253.92999999999,6,9
4934628,18,11,34,male,2,113816.49,1,4
1322248,8,5,42,unknown,2,114170.11,2,5
6662624,18,4,65,female,2,49127.14,2,5
1919252,28,0,44,male,2,797366.4700000001,4,7
2623233,6,10,22,unknown,3,39777.8,4,7
464539,30,10,31,male,2,130168.6,0,3
5204398,28,5,46,female,2,45172.01,3,6
1495501,22,5,36,male,2,55659.32,1,4
4060998,22,4,48,unknown,2,74371.63,0,3
9340582,8,11,52,unknown,2,26682.97,0,5
9205890,28,3,48,female,2,105659.65,1,5
2251990,10,8,44,unknown,2,36167.24,6,9
5409735,12,1,31,unknown,2,123134.1,6,9
7411340,12,10,66,unknown,3,757392.64,6,9
1467266,8,11,26,unknown,2,31401.94,6,9
2536235,16,8,41,female,2,33990.38,3,6
4215349,28,4,51,female,2,25329.12,2,6
4713128,16,6,78,unknown,2,190827.34000000003,4,7
5294087,30,11,44,female,2,283490.15,0,5
8127073,10,3,48,female,2,49769.37,1,4
9713227,30,11,54,female,2,148497.26,3,6
4006336,40,0,43,female,2,59032.53,6,9
1016444,72,10,74,female,2,74509.75,6,9
6148714,10,10,57,unknown,2,27332.33,1,4
2608015,30,4,56,male,2,525700.15,2,5
7335613,48,10,52,male,4,444775.44,6,9
6905618,64,11,62,female,2,294034.58,6,9
7125111,10,5,24,unknown,3,61777.83,5,8
9866491,8,11,18,unknown,2,39533.97,1,4
1602451,30,9,40,female,2,76351.73999999999,3,6
5354,8,10,50,unknown,2,62282.38,2,5
9298375,14,1,22,unknown,3,55261.71,3,6
8849704,46,6,56,male,2,24047.56,0,3
7571586,46,1,68,female,3,126636.59,6,9
8145262,42,0,52,female,2,191545.88,1,6
